Name,Industry,Industry 2,Industry 3,Country,Description,Domain,company_email,phone,Founder,Funding type,Last Equity Funding Amount,Funding Type,Total Equity Funding Amount,Investory,Investor 2,Investor 3,Investor 4 ,Investor,Monthly Visits,Average Visits (6 months),Monthly Visits Growth,Visit Duration,Visit Duration Growth,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank
Cleancard,Artificial Intelligence (AI),Health Care,Health Diagnostics,United Kingdom,We are combining synthetic biology and artificial intelligence to make cancer screening as easy as a pregnancy test.,www.cleancard.bio,contact@cleancard.bio,—,Thomas Carroll,Seed,"$50,00,000.00",Pre-Seed,"$50,00,000.00",Y Combinator,TQ Ventures,Urban Innovation Fund,,,339,246.83,-5.57%,0,244%,0%,100%,0%,"1,08,78,606"
Finto,Artificial Intelligence (AI),B2B,FinTech,Germany,AI accounting for enterprise finance teams,www.gofinto.com,info@finto.de,—,Linus Boehm,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,"1,226",—,-11.74%,34,-74.24%,0.29%,64.36%,-14.37%,"59,45,253"
LiquidOps,Blockchain,Cryptocurrency,Software,United Kingdom,LiquidOps is a decentralised lending and borrowing protocol built on Arweave and AO.,labs.liquidops.io,hello@liquidops.io,—,Marton Lederer,—,—,Initial Coin Offering,"$3,25,000.00",Community Labs,Richard Ma,ao Ventures,John Scianna,zac.eth ,—,—,—,—,—,—,—,—,—
Kerys Software,Information Technology,Productivity Tools,Software,France,Kerys Software is a Data Security Product Manufacturing firm developing secured virtualization tool for cases.,kerys.software/,contact@kerys.software,—,,Seed,"€62,00,000.00",Pre-Seed,"€62,00,000.00",Daphni,Kima Ventures,Seedcamp,IncubAlliance Paris-Saclay,Nicolas Steegmann,111,225,-67.26%,243,-21.86%,-2.24%,45.05%,22.19%,"1,83,63,889"
Headroom,Artificial Intelligence (AI),Internet,Software,United States,"Headroom is a virtual meeting interface that empowers people to do what they do best - form relationships, think creatively, solve problems.",www.goheadroom.com/,support@goheadroom.com,—,Julian Green,Seed,"$90,00,000.00",Seed,"$1,40,00,000.00",Alumni Ventures,Garage Capital,LDV Capital,AME Cloud Ventures,Morado Ventures,78,—,—,0,—,—,100%,—,"2,07,69,297"
Impruver,Enterprise Software,Industrial Engineering,Manufacturing,United States,Lean Management Software,impruver.com,calvin.williams@impruver.com,(678) 333-2233,Maria Antonia Williams,Seed,—,Seed,"$70,000.00",Alchemist Accelerator,,,,,576,654.33,-46.17%,797,"2,390.63%",-14.06%,83.33%,67.3%,"83,72,654"
Newton AI,Artificial Intelligence (AI),Data Center Automation,Dental,United States,"Newton AI is an AI-powered dental workflow automation platform that helps practices modernize patient engagement, reduce front desk burden.",joinnewton.com/,hello@joinnewton.com,+1 415 629 3451,,Seed,"$38,00,000.00",Seed,"$38,00,000.00",Y Combinator,TwentyTwo VC,Transpose Platform Management,Phosphor Capital,David Parker,424,589.33,-50.06%,33,-34%,-33.87%,90.8%,129.41%,"97,11,940"
Plend,Consumer Lending,Embedded Systems,Financial Services,United Kingdom,Plend is building a better way to borrow where consumers are no longer held back by credit history.,plend.co.uk,support@plend.co.uk,+44 0080 8175 2530,Robert Pasco,Seed,"£4,00,00,000.00",Seed,"£4,07,60,000.00",Haatch,Ascension,Active Partners,Nationwide,Tomahawk.VC,889,"1,121.17",-83.64%,235,-57.81%,52.35%,0%,138.66%,"68,57,324"
NAVIRO,Analytics,Music,Social Media,United States,"Naviro's vision is to effortlessly blend creative and technological innovation, establishing new standards of excellence in the industry.",www.naviro.io,solutions@naviro.io,—,Lola Leslie Nolan,Seed,"€1,50,000.00",Pre-Seed,"€1,50,000.00",Sean Gallagher,Paul Gannon,Clodagh O’Kane,,,404,573.5,36.95%,80,-80.63%,64.77%,36.88%,-41.82%,"99,53,241"
Raven,Artificial Intelligence (AI),Consumer Software,Mobile Apps,Singapore,Your group's vibe manager.,heyraven.io/,—,—,Ty Lertwichaiworawit,Seed,"$12,00,000.00",Seed,"$13,00,000.00",500 Global,Antler,Goodwater Capital,Peng T. Ong,Wing Vasiksiri,97,279.5,-32.17%,0,-89.85%,-72.72%,80.41%,422.82%,"1,92,47,552"
VibeTensor,Artificial Intelligence (AI),Health Care,Information Technology,,AI product company building intelligent solutions for healthcare and career development.,vibetensor.com,info@vibetensor.com,+91 9177451099,,Seed,—,Pre-Seed,—,AWS Activate,Digital Ocean Hatch,,,,—,—,—,—,—,—,—,—,—
ShareWillow,Financial Services,SaaS,Software,United States,ShareWillow is a SAAS company that offers a profit sharing software for companies to manage profit sharing plans.,www.sharewillow.com/,ryan@sharewillow.com,+1 410-726-3087,,Seed,"$38,03,255.00",Seed,"$38,03,255.00",Notation Capital,Habitat Partners,,,,"3,697","7,057.83",-56.02%,412,-25.77%,-50.7%,80.2%,1.89%,"35,15,216"
IOMED,Artificial Intelligence (AI),Health Care,Health Diagnostics,Spain,IOMED Medical Solutions develops a medical record management software aimed at structuring clinical data.,www.iomed.es/,info@iomed.es,+34 936 - 289 - 664,Gabriel de Maeztu,Early Stage Venture,"€1,00,00,000.00",Series A,"€1,25,70,000.00",Speedinvest,XTX Ventures,Inveready,Adara Ventures,EASO Ventures,—,—,—,—,—,—,—,—,—
IrisGo.AI,Artificial Intelligence (AI),Generative AI,,United States,"IrisGo serves up instant answers, smart plans, and hands-free automation—so you can focus on the big stuff while it handles the routine.",irisgo.ai,Lman@irisgo.ai,—,,Seed,"$10,00,000.00",Pre-Seed,"$10,00,000.00",AI Fund,,,,,267,470.17,-41.58%,0,"2,977.78%",-60.02%,100%,280.81%,"1,23,08,695"
Bounti,B2B,SaaS,Software,Germany,"The AI-powered frontline operations platform. Training, tasks, and communications, all under one roof.",bounti.co/,ziar@bounti.co,—,Ziar Khosrawi,Seed,"$16,00,000.00",Pre-Seed,"$16,00,000.00",Robin Capital,Common Magic,Robin Haak,Super Angels,Koen Bok,"8,979","8,905.67",-22.6%,423,-59.68%,-59.5%,46.21%,-3.61%,"19,28,136"
ExoDexa,E-Learning,Education,Information Technology,United States,ExoDexa gamifies online learning and provides online activities that prepare learners for college and life.,www.exodexa.com,—,—,Nolan Bushnell,—,"$5,61,810.00",Venture - Series Unknown,"$12,01,810.00",,,,,,—,—,—,—,—,—,—,—,—
Nichefire,Analytics,Artificial Intelligence (AI),Information Technology,United States,Nichefire is an AI-power marketing analytics company.,nichefire.com,info@nichefire.com,—,Michael Howard,Seed,"$26,00,000.00",Seed,"$26,00,000.00",Rev1 Ventures,Allos Ventures,IrishAngels,Bluegrass Angels,Keyhorse Capital,172,301,-85.65%,340,217.76%,107.74%,34.3%,-57.21%,"1,51,89,932"
Valla,Analytics,Legal Tech,SaaS,United Kingdom,Data-driven tools for the legal industry,www.valla.uk,—,—,Kate Ho,Seed,"£20,00,000.00",Seed,"£20,00,000.00",Portfolio Ventures,Ascension,Ada Ventures,Active Partners,Techstart Ventures,"32,887","25,932.17",26.95%,595,-17.48%,-10.8%,21.87%,-37.3%,"7,07,416"
Primis,Consumer Reviews,E-Commerce,E-Commerce Platforms,United Kingdom,A post-purchase customer experience platform.,primis.cx/,—,—,,Seed,"£20,00,000.00",Seed,"£24,50,000.00",Haatch,Frontline Ventures,Fuel Ventures,MOHARA,,220,451.5,-45%,116,-51.67%,51.19%,18.64%,-47.86%,"1,35,40,318"
Station70,Bitcoin,Blockchain,Cryptocurrency,United States,Station70 provides scalable and resilient disaster recovery solutions.,www.station70.com/,media@station70.com,—,Adam Healy,Seed,"$50,00,000.00",Seed,"$50,00,000.00",Fireblocks,Castle Island Ventures,CoinShares,SCB 10X,Notation Capital,127,426.67,-85.57%,141,101.43%,129.67%,0%,-56.14%,"1,73,23,551"
OASYS NOW,Artificial Intelligence (AI),Clinical Trials,Life Science,The Netherlands,"OASYS NOW is a medtech start-up that uses AI to optimize clinical trial recruitment, advancing precision medicine accessibility.",oasysnow.com,info@oasysnow.com,—,Sara Okhuijsen,Seed,"€10,00,000.00",Seed,"$12,91,829.00",General Catalyst,Cherry Ventures,Graduate Ventures,Golden Egg Check Capital,ASIF Ventures,556,257.83,111.41%,41,156.25%,12.33%,54.68%,9.78%,"85,15,480"
Kruncher,Artificial Intelligence (AI),Financial Services,FinTech,United States,Kruncher is the AI Analyst for Private Markets,kruncher.ai,francesco@kruncher.ai,—,,Seed,"$10,00,000.00",Pre-Seed,"$10,00,000.00",,,,,,"1,899","8,890",33.26%,835,126.9%,172.81%,52.45%,7.86%,"49,19,712"
GreenPow,CleanTech,Cloud Computing,Cloud Data Services,Germany,"1st Carbon-Aware Cloud reducing AI & ICT emissions by up to 85%, cutting compute costs, and providing secure sovereign & private green cloud",www.greenpow.io,partners@greenpow.io,4917682040588,,Seed,—,Seed,—,European Union,Climate-KIC,28DIGITAL,,,—,—,—,—,—,—,—,—,—
Seenapse,Generative AI,Innovation Management,Marketing,Spain,Seenapse is the most creative AI copilot for brainstorming and ideation.,www.seenapse.ai,contact@seenapse.ai,—,Rafa Jimenez,Seed,—,Pre-Seed,"€2,00,000.00",Startup Wise Guys,Seed Capital Bizkaia,Wayra Hispam,,,867,"1,834.67",-19.27%,147,-36.09%,-7.7%,43.6%,8.65%,"69,35,737"
SatLayer,Bitcoin,Blockchain,Web3,Singapore,"SatLayer is the economic layer for Bitcoin, making the best asset now fully programmable.",satlayer.xyz,—,—,Luke Xie,Seed,"$80,00,000.00",Pre-Seed,"$80,00,000.00",Amber Group,Castle Island Ventures,Franklin Templeton,Hack VC,OKX Ventures,"3,447","48,066.83",-41.52%,203,-35.14%,-14.06%,81.38%,9.84%,"36,62,119"
nēdl,Apps,,,United States,"The first company in the world to provide searchable transcriptions of live audio broadcasts. Discovery, creation, & monetization platform.",home.nedl.com,ayinde@findnedl.com,—,Jason Medeiros,Seed,—,Non-equity Assistance,"$10,00,000.00",Hatcher+,Google for Startups,Backstage Capital,Quake Capital Partners,Matter,—,—,—,—,—,—,—,—,—
Ugami,Casual Games,Gaming,Mobile Apps,United States,Ugami let's users earn for playing games! via messaging apps like Whatsapp or Discord to earn gift cards and more!,www.ugami.com,support@ugami.com,+1-877-708-4264,Hector Hulian,Seed,—,Seed,"$48,00,000.00",FJ Labs,Harlem Capital,Ulu Ventures,Origins Fund,Top Corner Capital,—,—,—,—,—,—,—,—,—
Salmon Labs,Analytics,Artificial Intelligence (AI),Business Intelligence,Mexico,"Salmon Labs is an AI engine for accelerating enterprise growth operations that offers real-time, accurate prospect insights at scale.",salmonrun.ai,—,—,,Seed,"$26,00,000.00",Seed,"$26,00,000.00",Alumni Ventures,Weekend Fund,Bread and Butter Ventures,Untapped Capital,Bragiel Brothers,63,100.67,270.59%,0,—,0%,100%,0%,"2,24,64,016"
Mosaic,Artificial Intelligence (AI),Video,Video Editing,United States,Mosaic is an artificial intelligence agent specifically developed for the purpose of video editing.,usemosaic.ai/,—,—,Kyle Wade,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,Pioneer Fund,,,,152,"2,108.67",-25.49%,16,-23.81%,-38.46%,76.32%,-1.46%,"1,60,36,359"
Nori,Analytics,Artificial Intelligence (AI),Consumer,United States,Nori is an AI health coach that unifies wearable and fitness data into one dashboard and uses AI to track health patterns and recovery.,nori.ai,help@nori.ai,—,Harish Agarwal,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,"11,137",—,100.56%,172,-71.94%,-31.97%,88.52%,6.24%,"16,32,689"
MagicBrief,Apps,Creative Agency,Marketing,Australia,MagicBrief is the creator of a performance marketing tool for creating and editing video storyboards.,magicbrief.com/,—,—,,M&A,"$20,00,000.00",Pre-Seed,"$20,00,000.00",Blackbird Ventures,Archangel Ventures,Side Stage Ventures,Zach Klein,Craig Piggott,"1,19,077","1,27,308.83",-12.04%,548,-24.31%,-0.02%,41.04%,-18.54%,"2,65,129"
Hoo.be,Content,Information Services,Social Media,United States,Hoo.be is a social media platform allowing users to filter their favorite content in one place.,hoo.be,jordan@hoobieapp.com,—,Jordan Greenfield,—,"$55,16,442.00",Venture - Series Unknown,"$60,16,442.00",Ideanomics,Trajectory Ventures,,,,"1,65,87,291","2,34,55,229",-33.19%,198,52.31%,-3.99%,78.76%,16.8%,"3,206"
Keywords AI,Artificial Intelligence (AI),B2B,Developer Tools,United States,Observability and evals for building AI agents,keywordsai.co,team@keywordsai.co,—,Hendrix Liu,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,"6,217","7,546.83",26%,302,112.68%,48.63%,66.09%,-8.92%,"25,11,113"
Uxia,Artificial Intelligence (AI),Software,UX Design,Spain,Uxia offers an AI-powered platform for rapid UX/UI user testing using synthetic users that imitate real-world behaviours.,www.uxia.app,—,—,,Seed,"€7,50,000.00",Pre-Seed,"€7,50,000.00",Encomenda VC,ENISA,Abac Nest Ventures,Marsal Gavaldà,Javier Darriba,"2,131",—,21.08%,168,48.67%,13.23%,45.33%,-45.95%,"46,75,307"
Presentations.AI,Artificial Intelligence (AI),Corporate Training,Education,Australia,Presentations.AI uses machine learning to analyse your presentation and provide feedback to help you to understand how you can improve.,presentations.ai,support@presentations.ai,—,,Seed,"$30,00,000.00",Seed,"$30,00,000.00",Accel,Google,Kunal Shah,Shanti Mohan,Vijay Shekhar Sharma,"15,59,590","13,58,144.17",5.59%,453,-5.43%,-11.21%,41.52%,6.49%,"33,230"
Interhuman,Artificial Intelligence (AI),B2B,Software,Denmark,Interhuman is an artificial intelligence company that develops social-aware AI for real-time communication purposes.,www.interhuman.ai/,—,—,,Seed,"€20,00,000.00",Pre-Seed,"€21,50,000.00",Antler,Ada Ventures,PSV,Export and Investment Fund,Yope,"1,190",831.5,213.16%,559,-45.92%,12.61%,95.8%,-4.2%,"60,25,193"
CASHDROP,E-Commerce,Mobile Payments,Software,United States,CASHDROP is a mobile commerce platform that helps businesses create and manage an online storefront from a smartphone.,www.getcashdrop.com,info@cashdrop.biz,414-429-1532,,—,—,Venture - Series Unknown,"$27,00,000.00",Long Journey Ventures,Founder Collective,Harlem Capital,Scott Belsky,The Josephine Collective,—,—,—,—,—,—,—,—,—
Hexis,Apps,B2B,Fitness,United Kingdom,Hexis is a predictive nutrition ecosystem that optimizes the performance of athletes and nutritionists.,www.hexis.live,info@hexis.live,—,,Seed,"£16,00,000.00",Pre-Seed,"£19,80,000.00",Crowdcube,APEX Capital,Baltic Ventures,Dopamine Sports Ventures,Sport Republic,"3,678","11,117",-42.61%,628,234.04%,88.5%,48.02%,-22.05%,"35,26,418"
Viora - visible through confidence,EdTech,Enterprise Software,Human Resources,Austria,"With Viora, the micro-learning app, you can close the Gender Confidence Gap and attract, retain, and grow female employees.",viora.com/,kosima@adaapp.com,4369917279228,Matthew Ziebarth,Seed,"€7,00,000.00",Seed,"€11,00,000.00",Calm/Storm Ventures,"Johann ""Hansi"" Hansmann",Hansmen Group,Fund F,Berndt Zinnöcker,988,"2,855.5",-89.81%,238,-64.37%,111.36%,44.33%,-55.59%,"65,42,199"
Fotenix,Agriculture,AgTech,Artificial Intelligence (AI),United Kingdom,Fotenix is a developer of crop analysis tools designed to increase efficiency in the agri-food industry.,fotenix.tech,charles@fotenix.tech,+44 0 1612418074,,Seed,"£16,00,000.00",Grant,"$7,90,849.00",Innovate UK,River Capital,Cultivator,EHE Ventures,,666,—,—,889,—,—,67.87%,—,"78,16,442"
Giles AI,Artificial Intelligence (AI),Consulting,Generative AI,United Kingdom,"Artificial Intelligence - Empowering decision makers to streamline processes, reduce costs, and promote success.",www.giles.app,hello@giles.app,—,Rishi Wadhera,Seed,"£7,00,000.00",Pre-Seed,"£7,00,000.00",FounderCatalyst,,,,,145,408.67,-87.09%,159,133.82%,21.59%,44.14%,-32.74%,"1,63,82,962"
Kabata,Artificial Intelligence (AI),B2B,B2C,United States,The world's first AI-powered dumbbells.,kabatafitness.com,hello@kabatafitness.com,—,Kareem Aly,Seed,"$50,00,000.00",Seed,"$70,00,000.00",Menlo Ventures,Alumni Ventures,Tribe Capital,MVP Ventures,Naval Ravikant,"2,646","4,938.33",90.09%,956,582.86%,9.93%,41.35%,-42.89%,"42,18,877"
Kayna,Insurance,InsurTech,SaaS,Ireland,Kayna is an insurance distribution company that collaborates with vertical SaaS platforms and utilises data to offer insurance services.,kayna.io,info@kayna.io,353863898786,,Seed,"€10,00,000.00",Pre-Seed,"€10,00,000.00",Middlegame Ventures,Delta Partners,Aperture.co,InsurTech Fund,,90,291.33,-89.35%,0,490.91%,-48.73%,100%,28.02%,"1,98,06,337"
Manglai,Software,,,Spain,"Manglai is a user-friendly platform that simplifies, speeds up, and ensures the accuracy of carbon footprint measurement and certification.",www.manglai.io,—,—,,Seed,"€10,00,000.00",Seed,"€15,00,000.00",Acurio Ventures,,,,,"11,461","13,949.17",-76.93%,306,337.14%,43.23%,50.07%,-26.55%,"15,96,790"
Airin,Analytics,Artificial Intelligence (AI),Information Technology,United States,Platform for creating your own AI Expert System,www.airin.ai,operations@airin.ai,—,Linda Klug,Seed,"$8,00,000.00",Seed,"$29,35,000.00",Kickstart,Peterson Ventures,SaaS Ventures,Resolute Ventures,Locke Mountain Ventures,128,—,-33.33%,22,0%,-44.51%,57.81%,—,"1,72,76,997"
Trade Hounds,Construction,Mobile Apps,Professional Networking,United States,Trade Hounds is a mobile app connecting trade workers to job-related discussions and employment opportunities.,www.tradehounds.com/,david@tradehounds.com,(617) 306-1330,"Franco Iudiciani, Jr.",Seed,"$32,00,000.00",Seed,"$49,00,000.00",Brick & Mortar Ventures,Suffolk Technologies,Alpaca VC,Hyperplane,Suffolk Construction,599,363.67,88.96%,84,211.11%,110.36%,34.22%,-60.12%,"82,20,849"
Neurosity,Information Technology,Machine Learning,Software,United States,Neurosity is an AI company that creates products that allow programmers to reach their full potential.,www.neurosity.co/,—,929-699-2228,Alex Castillo,—,"$49,81,188.00",Venture - Series Unknown,"$49,81,188.00",Hatcher+,"Founders, Inc.",Quake Capital Partners,Social Starts,Jon Oringer,"35,890","14,121",954.66%,126,-46.15%,3.04%,54.32%,49.56%,"6,61,769"
simplyblock,Cloud Computing,Cloud Data Services,Cloud Infrastructure,Germany,"Simplyblock develops low-latency high-performance storage software for IO-intensive workloads, Kubernetes, databases & applications.",www.simplyblock.io,info@simplyblock.io,—,Rob Pankow,Seed,—,Seed,"$33,02,275.00",Antler,42CAP,Begin Capital,Bob van Luijt,Johan Svensson,"8,948","14,015.33",-55.86%,457,109.63%,25.87%,65.11%,-18.64%,"19,33,215"
